No.,Logged Time,Event Time,User,SSL Inspected,URL,Policy Action,Cloud Application Class,Cloud Application,Application Status,Risk Index,Received Bytes,Sent Bytes,Total Bytes,Proxy Latency (ms),Server Trans. Time (ms),Client Trans. Time (ms),URL Class,URL Super Category,URL Category,Threat Super Category,Threat Category,Sandbox MD5,Threat Name,Suspicious Content,Threat Severity,DLP Engine,DLP Dictionaries,Location,Department,Client IP,Client External IP,Server IP,Request Method,Request Version,Response Code,Response HTTP Version,User Agent,URL Categorization Method,Referrer URL,Download File Type,Download File Name,Throttled response bytes,Throttled request bytes,Bandwidth Rule,Bandwidth Class,Traffic Forwarding,Protocol,Blocked Policy Name,Blocked Policy Type,Client Connection Cipher,Client Connection TLS Version,Client Session Reused,Server Connection Cipher,Server Connection TLS Version,Certificate Chain Validity,Server Connection Cert Expiry,Server Connection OCSP Result,Server Session Reused,Server Certificate Validation Type,Server Certificate Validity Period,Server Wildcard Certificate,Server Certificate Self Signed,DLP MD5,DLP Identifier,Zscaler Client Connector Tunnel Version,Device Name,OS Type,Device Type,OS Version,Device Model,Device Owner,Device Hostname,Enrolled Device appversion,Device Classifications,Content Type,ALPN Protocol,Unscannable Type,Forwarding Rule,Forwarding Method,Application Segment,Gateway IP,Gateway Name,SSL Policy Reason,SSL Policy Name,Domain Fronted SNI,Data Center,User Location,URL Filtering Policy Name,Cloud Application Policy Name,SHA-256,Domain Fronted Host Header,MT GRE IP,Allowed DLP Rule Name,Bypassed Transaction Event Time,Bypassed Transaction,Flow Type,Intermediate CA Protection Type,External Device ID,Client SSL Handshake Failure Aggregate Count,Client SSL Handshake Failure Reason,Upload File Type,Upload File Name,Document Type,Sandbox Score,Client Source Port,Application Activity,Capture,Severity,Other DLP Rules,Server Destination Port,Source IP Country,Destination IP Country,Custom IPS Signature,HTTP Header Profile,HTTP Header Actions,Prompt Classification,Adaptive Access Profile,Allowed File Type Rule,JA4 Fingerprint,JA4 Fingerprint A,JA4 Fingerprint B,JA4 Fingerprint C,Client-Side Key Exchange Algorithm,Server-Side Key Exchange Algorithm,Client-Side Digital Signature Algorithm,Server-Side Digital Signature Algorithm,Client Key Exchange Proposal,Client Digital Signature Proposal,Download User-Defined File Type,Upload User-Defined File Type,Extranet Resource
4920,2025-12-23 03:31:58 UTC,2025-12-23 03:31:58 UTC,maya@acme.zscaler.net,No,captive.apple.com/hotspot-detect.html,Allowed,General Browsing,General Browsing,,12,339,126,465,1,169,85,Business Use,Internet Communication,Internet Services,,,,,,,,,HQ,Design,10.23.46.22,203.0.113.22,192.0.2.10,GET,1.1,200 - OK,1.1,CaptiveNetworkSupport,Database A,,,,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTP,,,,,,,,,,,,,,,,,,ZTUNNEL_2_0_DTLS1_2,MBA15-MAYA,macOS,Zscaler Client Connector,macOS 14.7 arm64,MacBookAir15_3,maya,mba15-maya,4.8.0.88,,text/html,,,Default Forwarding,Zscaler Client Connector,,,,,,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,MBA15MAYA22,,,,,,,56030,Connectivity Check,,NONE,,80,United States,United States,,,,,,,,,,,,,,,,,,,
4921,2025-12-23 03:32:02 UTC,2025-12-23 03:32:02 UTC,ethan@acme.zscaler.net,Yes,www.google.com/search?q=acme+wiki,Allowed,Business Apps,Google,,2,82755,425,83180,5,23,110,Business Use,Search Engines and Portals,Search Engines,,,,,,,,,HQ,IT,10.23.47.33,203.0.113.33,192.0.2.81,GET,1.1,200 - OK,2,Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/131.0 Safari/537.36,Database A,,,,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTPS,,,ECDHE-RSA-AES256-GCM-SHA384,TLS 1.2,Yes,TLS13-CHACHA20-POLY1305-SHA256,TLS 1.3,Pass,No,,No,,3-12 months,No,No,,,ZTUNNEL_2_0_DTLS1_2,WIN11-ETHAN,Windows OS,Zscaler Client Connector,Microsoft Windows 11 Pro 64 bit amd64,T14Gen4,ethan,win11-ethan,4.8.0.88,,text/html,h2,,Default Forwarding,Zscaler Client Connector,,,,Inspected,Inspect Remote Users,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,WIN11ETHAN33,,,,,,,50512,Search,,NONE,,443,United States,United States,,,,,,,,,,,secp256r1,secp256r1,rsa_pss_rsae_sha256,ecdsa_secp256r1_sha256,"[""Classical""]","[""Classical""]",,,
4922,2025-12-23 03:32:06 UTC,2025-12-23 03:32:06 UTC,amelia@acme.zscaler.net,Yes,gdmf.apple.com/v2/pmv,Allowed,General Browsing,General Browsing,,11,932,301,1233,5,104,98,Business Use,Information Technology,Operating System and Software Updates,,,,,,,,,Road Warrior,Legal,10.23.49.88,203.0.113.88,192.0.2.12,POST,1.1,200 - OK,2,softwareupdated,Database A,,,,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTPS,,,ECDHE-RSA-AES256-GCM-SHA384,TLS 1.2,Yes,TLS13-CHACHA20-POLY1305-SHA256,TLS 1.3,Pass,No,,Yes,,3-12 months,No,No,,,ZTUNNEL_2_0_DTLS1_2,MBP18-AMELIA,macOS,Zscaler Client Connector,macOS 14.7 arm64,MacBookPro18_3,amelia,mbp18-amelia,4.8.0.88,,application/json,http/1.1,,Default Forwarding,Zscaler Client Connector,,,,Inspected,Inspect Remote Users,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,MBP18AMELIA88,,,,,,,53990,Software Update Check,,NONE,,443,United States,United States,,,,,,,,,,,secp256r1,secp256r1,rsa_pss_rsae_sha256,ecdsa_secp256r1_sha256,"[""Classical""]","[""Classical""]",,,
4923,2025-12-23 03:32:06 UTC,2025-12-23 03:32:06 UTC,ethan@acme.zscaler.net,Yes,statuspage.io/api/v2/status.json,Allowed,General Browsing,General Browsing,,5,2138,229,2367,4,18,61,Business Use,Information Technology,Status Pages and Monitoring,,,,,,,,,HQ,IT,10.23.47.33,203.0.113.33,192.0.2.90,GET,1.1,200 - OK,2,Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Edge/131.0 Safari/537.36,Database A,,,,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTPS,,,ECDHE-RSA-AES256-GCM-SHA384,TLS 1.2,No,TLS13-AES-256-GCM-SHA384,TLS 1.3,Pass,No,,Yes,,3-12 months,Yes,No,,,ZTUNNEL_2_0_DTLS1_2,WIN11-ETHAN,Windows OS,Zscaler Client Connector,Microsoft Windows 11 Pro 64 bit amd64,T14Gen4,ethan,win11-ethan,4.8.0.88,,application/json,http/1.1,,Default Forwarding,Zscaler Client Connector,,,,Inspected,Inspect Remote Users,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,WIN11ETHAN33,,,,,,,50006,Status Check,,NONE,,443,United States,United States,,,,,,,,,,,secp256r1,secp256r1,rsa_pss_rsae_sha256,ecdsa_secp256r1_sha256,"[""Classical""]","[""Classical""]",,,
4924,2025-12-23 03:32:11 UTC,2025-12-23 03:32:11 UTC,henry@acme.zscaler.net,Yes,gdmf.apple.com/v2/pmv,Allowed,General Browsing,General Browsing,,18,622,1082,1704,4,98,96,Business Use,Information Technology,Operating System and Software Updates,,,,,,,,,Branch,Operations,10.23.49.99,203.0.113.99,192.0.2.12,POST,1.1,200 - OK,2,Microsoft-Delivery-Optimization/10.1,Database A,,,,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTPS,,,ECDHE-RSA-AES256-GCM-SHA384,TLS 1.2,No,TLS13-CHACHA20-POLY1305-SHA256,TLS 1.3,Pass,No,,Yes,,3-12 months,Yes,No,,,ZTUNNEL_2_0_DTLS1_2,WIN10-HENRY,Windows OS,Zscaler Client Connector,Microsoft Windows 10 Enterprise 64 bit amd64,Latitude7440,henry,win10-henry,4.8.0.88,,application/json,h2,,Default Forwarding,Zscaler Client Connector,,,,Inspected,Inspect Remote Users,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,WIN10HENRY99,,,,,,,59741,Software Update Check,,NONE,,443,United States,United States,,,,,,,,,,,secp256r1,secp256r1,rsa_pss_rsae_sha256,ecdsa_secp256r1_sha256,"[""Classical""]","[""Classical""]",,,
4925,2025-12-23 03:32:12 UTC,2025-12-23 03:32:12 UTC,amelia@acme.zscaler.net,Yes,graph.microsoft.com/v1.0/me/messages,Allowed,Business Apps,Microsoft 365,,17,11438,546,11984,6,58,179,Business Use,Business and Economy,Office and Business Applications,,,,,,,,,Road Warrior,Legal,10.23.49.88,203.0.113.88,192.0.2.52,GET,1.1,200 - OK,2,OutlookMac/16.92,Database A,,,,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTPS,,,ECDHE-RSA-AES256-GCM-SHA384,TLS 1.2,No,TLS13-AES-256-GCM-SHA384,TLS 1.3,Pass,No,,No,,3-12 months,No,No,,,ZTUNNEL_2_0_DTLS1_2,MBP18-AMELIA,macOS,Zscaler Client Connector,macOS 14.7 arm64,MacBookPro18_3,amelia,mbp18-amelia,4.8.0.88,,application/json,http/1.1,,Default Forwarding,Zscaler Client Connector,,,,Inspected,Inspect Remote Users,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,MBP18AMELIA88,,,,,,,50960,API,,NONE,,443,United States,United States,,,,,,,,,,,secp256r1,secp256r1,rsa_pss_rsae_sha256,ecdsa_secp256r1_sha256,"[""Classical""]","[""Classical""]",,,
4926,2025-12-23 03:32:13 UTC,2025-12-23 03:32:13 UTC,jackson@acme.zscaler.net,Yes,content.dropboxapi.com/2/files/upload_session/append_v2,Allowed,Business Apps,Dropbox,,17,1597,8819319,8820916,4,22,103,Business Use,Business and Economy,File Sharing and Storage,,,,,,,,,HQ,Product,10.23.48.77,203.0.113.77,192.0.2.43,POST,1.1,200 - OK,2,Mozilla/5.0,Database A,,,,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTPS,,,ECDHE-RSA-AES256-GCM-SHA384,TLS 1.2,No,TLS13-AES-256-GCM-SHA384,TLS 1.3,Pass,No,,Yes,,3-12 months,Yes,No,,,ZTUNNEL_2_0_DTLS1_2,WIN11-JACKSON,Windows OS,Zscaler Client Connector,Microsoft Windows 11 Enterprise 64 bit amd64,EliteBook845,jackson,win11-jackson,4.8.0.88,,application/octet-stream,http/1.1,,Default Forwarding,Zscaler Client Connector,,,,Inspected,Inspect Remote Users,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,WIN11JACKSON77,,,ZIP Archive,product-assets.zip,ZIP Archive,,51474,File Upload,,NONE,,443,United States,United States,,,,,,,,,,,secp256r1,secp256r1,rsa_pss_rsae_sha256,ecdsa_secp256r1_sha256,"[""Classical""]","[""Classical""]",,,
4927,2025-12-23 03:32:15 UTC,2025-12-23 03:32:15 UTC,amelia@acme.zscaler.net,Yes,www.google.com/search?q=acme+wiki,Allowed,Business Apps,Google,,16,36875,619,37494,8,132,166,Business Use,Search Engines and Portals,Search Engines,,,,,,,,,Road Warrior,Legal,10.23.49.88,203.0.113.88,192.0.2.81,GET,1.1,200 - OK,2,Mozilla/5.0 (Macintosh Intel Mac OS X 14_7) AppleWebKit/537.36 (KHTML like Gecko) Chrome/131.0 Safari/537.36,Database A,,,,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTPS,,,ECDHE-RSA-AES256-GCM-SHA384,TLS 1.2,Yes,TLS13-AES-256-GCM-SHA384,TLS 1.3,Pass,No,,No,,3-12 months,Yes,No,,,ZTUNNEL_2_0_DTLS1_2,MBP18-AMELIA,macOS,Zscaler Client Connector,macOS 14.7 arm64,MacBookPro18_3,amelia,mbp18-amelia,4.8.0.88,,text/html,http/1.1,,Default Forwarding,Zscaler Client Connector,,,,Inspected,Inspect Remote Users,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,MBP18AMELIA88,,,,,,,54779,Search,,NONE,,443,United States,United States,,,,,,,,,,,secp256r1,secp256r1,rsa_pss_rsae_sha256,ecdsa_secp256r1_sha256,"[""Classical""]","[""Classical""]",,,
4928,2025-12-23 03:32:17 UTC,2025-12-23 03:32:17 UTC,jackson@acme.zscaler.net,Yes,api.openai.com/v1/responses,Allowed,Business Apps,OpenAI,,15,10181,2693,12874,0,52,101,Business Use,Business and Economy,AI and ML Tools,,,,,,,,,HQ,Product,10.23.48.77,203.0.113.77,192.0.2.71,POST,1.1,200 - OK,2,Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Edge/131.0 Safari/537.36,Database A,,,,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTPS,,,ECDHE-RSA-AES256-GCM-SHA384,TLS 1.2,No,TLS13-CHACHA20-POLY1305-SHA256,TLS 1.3,Pass,No,,No,,3-12 months,No,No,,,ZTUNNEL_2_0_DTLS1_2,WIN11-JACKSON,Windows OS,Zscaler Client Connector,Microsoft Windows 11 Enterprise 64 bit amd64,EliteBook845,jackson,win11-jackson,4.8.0.88,,application/json,h2,,Default Forwarding,Zscaler Client Connector,,,,Inspected,Inspect Remote Users,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,WIN11JACKSON77,,,,,,,61267,AI API,,NONE,,443,United States,United States,,,,,,,,,,,secp256r1,secp256r1,rsa_pss_rsae_sha256,ecdsa_secp256r1_sha256,"[""Classical""]","[""Classical""]",,,
4929,2025-12-23 03:32:21 UTC,2025-12-23 03:32:21 UTC,henry@acme.zscaler.net,No,ocsp.apple.com/ocsp03-applerootca2,Allowed,General Browsing,General Browsing,,15,565,134,699,8,128,175,Business Use,Information Technology,Security and PKI,,,,,,,,,Branch,Operations,10.23.49.99,203.0.113.99,192.0.2.11,GET,1.1,200 - OK,1.1,Microsoft CryptoAPI,Database A,,,,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTP,,,,,,,,,,,,,,,,,,ZTUNNEL_2_0_DTLS1_2,WIN10-HENRY,Windows OS,Zscaler Client Connector,Microsoft Windows 10 Enterprise 64 bit amd64,Latitude7440,henry,win10-henry,4.8.0.88,,application/ocsp-response,,,Default Forwarding,Zscaler Client Connector,,,,,,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,WIN10HENRY99,,,,,,,58997,Certificate Check,,NONE,,80,United States,United States,,,,,,,,,,,,,,,,,,,
4930,2025-12-23 03:32:22 UTC,2025-12-23 03:32:22 UTC,henry@acme.zscaler.net,Yes,github.com/acme/mobile-app/pull/412,Allowed,Business Apps,GitHub,,17,11109,320,11429,7,26,11,Business Use,Information Technology,Software Repositories,,,,,,,,,Branch,Operations,10.23.49.99,203.0.113.99,192.0.2.22,GET,1.1,200 - OK,2,Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Edge/131.0 Safari/537.36,Database A,,,,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTPS,,,ECDHE-RSA-AES256-GCM-SHA384,TLS 1.2,Yes,TLS13-CHACHA20-POLY1305-SHA256,TLS 1.3,Pass,No,,Yes,,3-12 months,No,No,,,ZTUNNEL_2_0_DTLS1_2,WIN10-HENRY,Windows OS,Zscaler Client Connector,Microsoft Windows 10 Enterprise 64 bit amd64,Latitude7440,henry,win10-henry,4.8.0.88,,text/html,http/1.1,,Default Forwarding,Zscaler Client Connector,,,,Inspected,Inspect Remote Users,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,WIN10HENRY99,,,,,,,56019,Repository Browse,,NONE,,443,United States,United States,,,,,,,,,,,secp256r1,secp256r1,rsa_pss_rsae_sha256,ecdsa_secp256r1_sha256,"[""Classical""]","[""Classical""]",,,
4931,2025-12-23 03:32:22 UTC,2025-12-23 03:32:22 UTC,olivia@acme.zscaler.net,Yes,github-releases.githubusercontent.com/gh_2.60.0_macOS_amd64.zip,Allowed,Business Apps,GitHub,,18,25495576,758,25496334,4,91,130,Business Use,Information Technology,Software Downloads,,,,,,,,,Road Warrior,Engineering,10.23.45.77,198.51.100.77,192.0.2.23,GET,1.1,200 - OK,2,Mozilla/5.0,Database A,slack.com/app_redirect?channel=C12345,ZIP Archive,gh_2.60.0_macOS_amd64.zip,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTPS,,,ECDHE-RSA-AES256-GCM-SHA384,TLS 1.2,No,TLS13-CHACHA20-POLY1305-SHA256,TLS 1.3,Pass,No,,Yes,,3-12 months,Yes,No,,,ZTUNNEL_2_0_DTLS1_2,MBP15-OLIVIA,macOS,Zscaler Client Connector,macOS 10.15.7 x86_64,MacBookPro15_2,olivia,mbp15-olivia,4.8.0.88,,application/zip,h2,,Default Forwarding,Zscaler Client Connector,,,,Inspected,Inspect Remote Users,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,MBP15OLIVIA77,,,,,,,53985,File Download,File,NONE,,443,United States,United States,,,,,,,,,,,secp256r1,secp256r1,rsa_pss_rsae_sha256,ecdsa_secp256r1_sha256,"[""Classical""]","[""Classical""]",,,
4932,2025-12-23 03:32:22 UTC,2025-12-23 03:32:22 UTC,ava@acme.zscaler.net,Yes,graph.microsoft.com/v1.0/me/messages,Allowed,Business Apps,Microsoft 365,,14,7236,319,7555,7,159,53,Business Use,Business and Economy,Office and Business Applications,,,,,,,,,Road Warrior,Marketing,10.23.47.44,203.0.113.44,192.0.2.52,GET,1.1,200 - OK,2,Microsoft Office Outlook 16.0,Database A,,,,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTPS,,,ECDHE-RSA-AES256-GCM-SHA384,TLS 1.2,Yes,TLS13-AES-256-GCM-SHA384,TLS 1.3,Pass,No,,Yes,,3-12 months,Yes,No,,,ZTUNNEL_2_0_DTLS1_2,WIN11-AVA,Windows OS,Zscaler Client Connector,Microsoft Windows 11 Pro 64 bit amd64,X1CarbonGen12,ava,win11-ava,4.8.0.88,,application/json,http/1.1,,Default Forwarding,Zscaler Client Connector,,,,Inspected,Inspect Remote Users,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,WIN11AVA44,,,,,,,53837,API,,NONE,,443,United States,United States,,,,,,,,,,,secp256r1,secp256r1,rsa_pss_rsae_sha256,ecdsa_secp256r1_sha256,"[""Classical""]","[""Classical""]",,,
4933,2025-12-23 03:32:24 UTC,2025-12-23 03:32:24 UTC,ethan@acme.zscaler.net,No,ocsp.apple.com/ocsp03-applerootca2,Allowed,General Browsing,General Browsing,,12,979,185,1164,2,105,123,Business Use,Information Technology,Security and PKI,,,,,,,,,HQ,IT,10.23.47.33,203.0.113.33,192.0.2.11,GET,1.1,200 - OK,1.1,Microsoft CryptoAPI,Database A,,,,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTP,,,,,,,,,,,,,,,,,,ZTUNNEL_2_0_DTLS1_2,WIN11-ETHAN,Windows OS,Zscaler Client Connector,Microsoft Windows 11 Pro 64 bit amd64,T14Gen4,ethan,win11-ethan,4.8.0.88,,application/ocsp-response,,,Default Forwarding,Zscaler Client Connector,,,,,,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,WIN11ETHAN33,,,,,,,57066,Certificate Check,,NONE,,80,United States,United States,,,,,,,,,,,,,,,,,,,
4934,2025-12-23 03:32:29 UTC,2025-12-23 03:32:29 UTC,jackson@acme.zscaler.net,Yes,gateway.icloud.com/acsnservice/fetch,Allowed,Business Apps,Apple iCloud,,6,3372,2187,5559,4,24,106,Business Use,Internet Communication,Cloud Storage and Sync,,,,,,,,,HQ,Product,10.23.48.77,203.0.113.77,192.0.2.14,POST,1.1,200 - OK,2,Edge,Database A,,,,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTPS,,,ECDHE-RSA-AES256-GCM-SHA384,TLS 1.2,Yes,TLS13-CHACHA20-POLY1305-SHA256,TLS 1.3,Pass,No,,Yes,,3-12 months,No,No,,,ZTUNNEL_2_0_DTLS1_2,WIN11-JACKSON,Windows OS,Zscaler Client Connector,Microsoft Windows 11 Enterprise 64 bit amd64,EliteBook845,jackson,win11-jackson,4.8.0.88,,application/json,h2,,Default Forwarding,Zscaler Client Connector,,,,Inspected,Inspect Remote Users,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,WIN11JACKSON77,,,,,,,63960,Cloud Sync,,NONE,,443,United States,United States,,,,,,,,,,,secp256r1,secp256r1,rsa_pss_rsae_sha256,ecdsa_secp256r1_sha256,"[""Classical""]","[""Classical""]",,,
4935,2025-12-23 03:32:36 UTC,2025-12-23 03:32:36 UTC,ethan@acme.zscaler.net,Yes,files.slack.com/files-pri/T123-F456/design-spec.pdf,Allowed,Business Apps,Slack,,18,2073417,629,2074046,7,82,16,Business Use,Internet Communication,Instant Messaging and Chat,,,,,,,,,HQ,IT,10.23.47.33,203.0.113.33,192.0.2.32,GET,1.1,200 - OK,2,Mozilla/5.0,Database A,,PDF,design-spec.pdf,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTPS,,,ECDHE-RSA-AES256-GCM-SHA384,TLS 1.2,No,TLS13-CHACHA20-POLY1305-SHA256,TLS 1.3,Pass,No,,Yes,,3-12 months,No,No,,,ZTUNNEL_2_0_DTLS1_2,WIN11-ETHAN,Windows OS,Zscaler Client Connector,Microsoft Windows 11 Pro 64 bit amd64,T14Gen4,ethan,win11-ethan,4.8.0.88,,application/pdf,http/1.1,,Default Forwarding,Zscaler Client Connector,,,,Inspected,Inspect Remote Users,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,WIN11ETHAN33,,,,,,,54076,File Download,File,NONE,,443,United States,United States,,,,,,,,,,,secp256r1,secp256r1,rsa_pss_rsae_sha256,ecdsa_secp256r1_sha256,"[""Classical""]","[""Classical""]",,,
4936,2025-12-23 03:32:36 UTC,2025-12-23 03:32:36 UTC,olivia@acme.zscaler.net,No,captive.apple.com/hotspot-detect.html,Allowed,General Browsing,General Browsing,,8,169,105,274,8,178,148,Business Use,Internet Communication,Internet Services,,,,,,,,,Road Warrior,Engineering,10.23.45.77,198.51.100.77,192.0.2.10,GET,1.1,200 - OK,1.1,CaptiveNetworkSupport,Database A,,,,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTP,,,,,,,,,,,,,,,,,,ZTUNNEL_2_0_DTLS1_2,MBP15-OLIVIA,macOS,Zscaler Client Connector,macOS 10.15.7 x86_64,MacBookPro15_2,olivia,mbp15-olivia,4.8.0.88,,text/html,,,Default Forwarding,Zscaler Client Connector,,,,,,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,MBP15OLIVIA77,,,,,,,49412,Connectivity Check,,NONE,,80,United States,United States,,,,,,,,,,,,,,,,,,,
4937,2025-12-23 03:32:42 UTC,2025-12-23 03:32:42 UTC,noah@acme.zscaler.net,No,ocsp.apple.com/ocsp03-applerootca2,Allowed,General Browsing,General Browsing,,1,855,215,1070,7,26,25,Business Use,Information Technology,Security and PKI,,,,,,,,,Road Warrior,Sales,10.23.47.55,203.0.113.55,192.0.2.11,GET,1.1,200 - OK,1.1,ocspd,Database A,,,,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTP,,,,,,,,,,,,,,,,,,ZTUNNEL_2_0_DTLS1_2,MBP18-NOAH,macOS,Zscaler Client Connector,macOS 14.5 arm64,MacBookPro18_4,noah,mbp18-noah,4.8.0.88,,application/ocsp-response,,,Default Forwarding,Zscaler Client Connector,,,,,,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,MBP18NOAH55,,,,,,,51085,Certificate Check,,NONE,,80,United States,United States,,,,,,,,,,,,,,,,,,,
4938,2025-12-23 03:32:42 UTC,2025-12-23 03:32:42 UTC,liam@acme.zscaler.net,Yes,slack.com/api/apps.connections.open,Allowed,Business Apps,Slack,,18,904,625,1529,3,117,87,Business Use,Internet Communication,Instant Messaging and Chat,,,,,,,,,Road Warrior,Finance,10.23.45.11,198.51.100.11,192.0.2.31,POST,1.1,200 - OK,2,Slack/4.41.96 macOS/14.7,Database A,,,,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTPS,,,ECDHE-RSA-AES256-GCM-SHA384,TLS 1.2,No,TLS13-CHACHA20-POLY1305-SHA256,TLS 1.3,Pass,No,,No,,3-12 months,No,No,,,ZTUNNEL_2_0_DTLS1_2,MBP18-LIAM,macOS,Zscaler Client Connector,macOS 14.6 arm64,MacBookPro18_3,liam,mbp18-liam,4.8.0.88,,application/json,http/1.1,,Default Forwarding,Zscaler Client Connector,,,,Inspected,Inspect Remote Users,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,MBP18LIAM11,,,,,,,50007,Messaging API,,NONE,,443,United States,United States,,,,,,,,,,,secp256r1,secp256r1,rsa_pss_rsae_sha256,ecdsa_secp256r1_sha256,"[""Classical""]","[""Classical""]",,,
4939,2025-12-23 03:32:43 UTC,2025-12-23 03:32:43 UTC,ava@acme.zscaler.net,Yes,drive.google.com/u/0/uc?id=1a2b3c4d5e&export=download,Allowed,Business Apps,Google Drive,,15,1305560,516,1306076,4,25,17,Business Use,Business and Economy,File Sharing and Storage,,,,,,,,,Road Warrior,Marketing,10.23.47.44,203.0.113.44,192.0.2.42,GET,1.1,200 - OK,2,Mozilla/5.0,Database A,www.google.com/search?q=acme+document,PDF,q4-budget.pdf,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTPS,,,ECDHE-RSA-AES256-GCM-SHA384,TLS 1.2,Yes,TLS13-AES-256-GCM-SHA384,TLS 1.3,Pass,No,,Yes,,3-12 months,No,No,,,ZTUNNEL_2_0_DTLS1_2,WIN11-AVA,Windows OS,Zscaler Client Connector,Microsoft Windows 11 Pro 64 bit amd64,X1CarbonGen12,ava,win11-ava,4.8.0.88,,application/pdf,http/1.1,,Default Forwarding,Zscaler Client Connector,,,,Inspected,Inspect Remote Users,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,WIN11AVA44,,,,,,,65232,File Download,File,NONE,,443,United States,United States,,,,,,,,,,,secp256r1,secp256r1,rsa_pss_rsae_sha256,ecdsa_secp256r1_sha256,"[""Classical""]","[""Classical""]",,,
4940,2025-12-23 03:32:45 UTC,2025-12-23 03:32:45 UTC,maya@acme.zscaler.net,Yes,files.slack.com/upload/v1/files,Allowed,Business Apps,Slack,,8,986,219232,220218,8,89,41,Business Use,Internet Communication,Instant Messaging and Chat,,,,,,,,,HQ,Design,10.23.46.22,203.0.113.22,192.0.2.33,POST,1.1,200 - OK,2,Mozilla/5.0,Database A,,,,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTPS,,,ECDHE-RSA-AES256-GCM-SHA384,TLS 1.2,Yes,TLS13-AES-256-GCM-SHA384,TLS 1.3,Pass,No,,No,,3-12 months,Yes,No,,,ZTUNNEL_2_0_DTLS1_2,MBA15-MAYA,macOS,Zscaler Client Connector,macOS 14.7 arm64,MacBookAir15_3,maya,mba15-maya,4.8.0.88,,application/json,http/1.1,,Default Forwarding,Zscaler Client Connector,,,,Inspected,Inspect Remote Users,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,MBA15MAYA22,,,PDF,project-notes.pdf,PDF,,52295,File Upload,,NONE,,443,United States,United States,,,,,,,,,,,secp256r1,secp256r1,rsa_pss_rsae_sha256,ecdsa_secp256r1_sha256,"[""Classical""]","[""Classical""]",,,
